# [ dihedrals ] (improper)
# i j k l     xsi_0(deg)   k_xsi (kJ/mol/rad^⁻2)
 2 13  3  1  000.00 1.6736e+02 
 5  8  4  6  035.26 3.3472e+02
12 13 18 11  035.26 3.3472e+02
13 14  2 12  035.26 3.3472e+02
16 15 21 18  035.26 3.3472e+02
18 12 19 16  035.26 3.3472e+02
21 22 16 20  035.26 3.3472e+02
22 24 21 23  035.26 3.3472e+02
 2  9 10 11  000.00 1.6736e+02
 9  2  8 10  000.00 1.6736e+02
 9 10  2  8  000.00 1.6736e+02
